,연도,일시,지점,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
0,0,01-01 00:00,정안,0.1342812006319115,0.0,0.0051150895140664,0.0,0.7959999999999999
1,0,01-01 01:00,정안,0.1516587677725118,0.0,0.0,0.0,0.795
2,0,01-01 02:00,정안,0.1658767772511848,0.0,0.0025575447570332,0.0,0.772
3,0,01-01 03:00,정안,0.1627172195892575,0.0,0.0102301790281329,0.0,0.746
4,0,01-01 04:00,정안,0.1390205371248025,0.6975,0.0255754475703324,0.0,0.77
5,0,01-01 05:00,정안,0.1090047393364929,0.6955555555555556,0.0281329923273657,0.0,0.7939999999999999
6,0,01-01 06:00,정안,0.0932069510268562,0.68,0.0204603580562659,0.0,0.8250000000000001
7,0,01-01 07:00,정안,0.1074249605055291,0.0,0.0051150895140664,0.0,0.7639999999999999
8,0,01-01 08:00,정안,0.1706161137440758,0.0,0.0,0.0,0.6289999999999999
9,0,01-01 09:00,정안,0.2227488151658767,0.4491666666666666,0.0127877237851662,0.0,0.609
10,0,01-01 10:00,정안,0.2353870458135861,0.2577777777777778,0.0460358056265984,0.0,0.576
11,0,01-01 11:00,정안,0.2654028436018957,0.3691666666666667,0.0460358056265984,0.0,0.523
12,0,01-01 12:00,정안,0.2812006319115324,0.8122222222222222,0.0639386189258312,0.0,0.473
13,0,01-01 13:00,정안,0.3048973143759874,0.7683333333333334,0.0204603580562659,0.0,0.4019999999999999
14,0,01-01 14:00,정안,0.296998420221169,0.8002777777777779,0.0230179028132992,0.0,0.3419999999999999
15,0,01-01 15:00,정안,0.2496050552922591,0.7186111111111111,0.0409207161125319,0.0,0.445
16,0,01-01 16:00,정안,0.2180094786729857,0.6916666666666667,0.0358056265984654,0.0,0.544
17,0,01-01 17:00,정안,0.1990521327014218,0.7491666666666666,0.0127877237851662,0.0,0.603
18,0,01-01 18:00,정안,0.2101105845181674,0.0,0.0025575447570332,0.0,0.635
19,0,01-01 19:00,정안,0.2306477093206951,0.0,0.0025575447570332,0.0,0.623
20,0,01-01 20:00,정안,0.2385466034755134,0.0,0.0076726342710997,0.0,0.646
21,0,01-01 21:00,정안,0.2401263823064771,0.0,0.0102301790281329,0.0,0.678
22,0,01-01 22:00,정안,0.2432859399684044,0.0,0.0025575447570332,0.0,0.7320000000000001
23,0,01-01 23:00,정안,0.244865718799368,0.0,0.0025575447570332,0.0,0.725
24,0,01-02 00:00,정안,0.2480252764612954,0.0,0.0051150895140664,0.0,0.754
25,0,01-02 01:00,정안,0.2527646129541864,0.0,0.0051150895140664,0.0,0.775
26,0,01-02 02:00,정안,0.2511848341232228,0.3547222222222222,0.0179028132992327,0.0,0.7939999999999999
27,0,01-02 03:00,정안,0.2527646129541864,0.4086111111111111,0.0179028132992327,0.0,0.8130000000000001
28,0,01-02 04:00,정안,0.2559241706161137,0.0,0.0076726342710997,0.0,0.828
29,0,01-02 05:00,정안,0.2559241706161137,0.0,0.0,0.0,0.841
30,0,01-02 06:00,정안,0.2559241706161137,0.0,0.0025575447570332,0.0,0.8520000000000001
31,0,01-02 07:00,정안,0.2638230647709321,0.0,0.0076726342710997,0.0,0.8170000000000001
32,0,01-02 08:00,정안,0.2812006319115324,0.1486111111111111,0.0153452685421994,0.0,0.7320000000000001
