,연도,일시,지점,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
0,0,01-01 00:00,북격렬비도,0.273301737756714,0.9155555555555556,0.2557544757033248,0.0,0.8500000000000001
1,0,01-01 01:00,북격렬비도,0.273301737756714,0.9405555555555556,0.1918158567774936,0.0,0.781
2,0,01-01 02:00,북격렬비도,0.2717219589257504,0.9208333333333334,0.2020460358056266,0.0,0.821
3,0,01-01 03:00,북격렬비도,0.2748815165876777,0.9130555555555556,0.2046035805626598,0.0,0.833
4,0,01-01 04:00,북격렬비도,0.278041074249605,0.9366666666666666,0.1943734015345268,0.0,0.891
5,0,01-01 05:00,북격렬비도,0.2843601895734597,0.9052777777777776,0.2250639386189258,0.0,0.807
6,0,01-01 06:00,북격렬비도,0.2906793048973144,0.9130555555555556,0.1943734015345268,0.0,0.783
7,0,01-01 07:00,북격렬비도,0.2938388625592417,0.9775,0.1713554987212276,0.0,0.76
8,0,01-01 08:00,북격렬비도,0.2890995260663507,0.9805555555555556,0.1278772378516624,0.0056818181818181,0.86
9,0,01-01 09:00,북격렬비도,0.2954186413902054,0.0236111111111111,0.1355498721227621,0.0,0.898
10,0,01-01 10:00,북격렬비도,0.2985781990521327,0.0469444444444444,0.1508951406649616,0.0,0.935
11,0,01-01 11:00,북격렬비도,0.2954186413902054,0.0791666666666666,0.1406649616368286,0.0,0.944
12,0,01-01 12:00,북격렬비도,0.3048973143759874,0.1044444444444444,0.1227621483375959,0.0,0.916
13,0,01-01 13:00,북격렬비도,0.306477093206951,0.1427777777777777,0.0818414322250639,0.0,0.869
14,0,01-01 14:00,북격렬비도,0.296998420221169,0.2163888888888889,0.0485933503836317,0.0,0.87
15,0,01-01 15:00,북격렬비도,0.3033175355450237,0.2886111111111111,0.0358056265984654,0.0,0.8670000000000001
16,0,01-01 16:00,북격렬비도,0.3080568720379147,0.4180555555555555,0.0562659846547314,0.0,0.904
17,0,01-01 17:00,북격렬비도,0.315955766192733,0.4613888888888889,0.1099744245524296,0.0,0.937
18,0,01-01 18:00,북격렬비도,0.3285939968404424,0.5355555555555556,0.1099744245524296,0.0,0.981
19,0,01-01 19:00,북격렬비도,0.339652448657188,0.5275000000000001,0.1074168797953964,0.0,0.981
20,0,01-01 20:00,북격렬비도,0.353870458135861,0.4730555555555556,0.1099744245524296,0.0,0.981
21,0,01-01 21:00,북격렬비도,0.3696682464454977,0.7330555555555556,0.1994884910485933,0.0,0.7689999999999999
22,0,01-01 22:00,북격렬비도,0.3791469194312796,0.7122222222222222,0.2199488491048593,0.0,0.751
23,0,01-01 23:00,북격렬비도,0.3807266982622433,0.7272222222222223,0.2404092071611253,0.0,0.74
24,0,01-02 00:00,북격렬비도,0.3854660347551343,0.7711111111111112,0.2557544757033248,0.0,0.698
25,0,01-02 01:00,북격렬비도,0.3870458135860979,0.7552777777777777,0.2506393861892583,0.0,0.673
26,0,01-02 02:00,북격렬비도,0.3886255924170616,0.7625000000000001,0.248081841432225,0.0,0.621
27,0,01-02 03:00,북격렬비도,0.3996840442338073,0.7666666666666667,0.2531969309462916,0.0,0.655
28,0,01-02 04:00,북격렬비도,0.401263823064771,0.7391666666666667,0.2429667519181585,0.0,0.691
29,0,01-02 05:00,북격렬비도,0.401263823064771,0.786388888888889,0.2327365728900255,0.0,0.576
30,0,01-02 06:00,북격렬비도,0.4044233807266983,0.7922222222222223,0.2225063938618925,0.0,0.607
31,0,01-02 07:00,북격렬비도,0.4123222748815166,0.7777777777777778,0.2225063938618925,0.0,0.576
32,0,01-02 08:00,북격렬비도,0.4265402843601896,0.7544444444444446,0.2250639386189258,0.0,0.571
33,0,01-02 09:00,북격렬비도,0.4391785150078989,0.7280555555555557,0.2097186700767263,0.0,0.5509999999999999
34,0,01-02 10:00,북격렬비도,0.4486571879936809,0.7541666666666667,0.2199488491048593,0.0,0.531
35,0,01-02 11:00,북격렬비도,0.4533965244865719,0.7813888888888889,0.207161125319693,0.0,0.5690000000000001
36,0,01-02 12:00,북격렬비도,0.4549763033175356,0.8025,0.1432225063938619,0.0,0.594
37,0,01-02 13:00,북격렬비도,0.4581358609794629,0.8047222222222222,0.1227621483375959,0.0,0.607
38,0,01-02 14:00,북격렬비도,0.4628751974723539,0.7783333333333333,0.0792838874680307,0.0,0.614
39,0,01-02 15:00,북격렬비도,0.4486571879936809,0.7641666666666668,0.0306905370843989,0.0,0.615
40,0,01-02 16:00,북격렬비도,0.4249605055292259,0.7330555555555556,0.0690537084398977,0.0,0.621
41,0,01-02 17:00,북격렬비도,0.4218009478672986,0.6966666666666668,0.0460358056265984,0.0,0.616
42,0,01-02 18:00,북격렬비도,0.4218009478672986,0.6900000000000001,0.0537084398976982,0.0,0.646
43,0,01-02 19:00,북격렬비도,0.4233807266982622,0.6141666666666666,0.0537084398976982,0.0,0.643
44,0,01-02 20:00,북격렬비도,0.4233807266982622,0.6,0.0818414322250639,0.0,0.662
45,0,01-02 21:00,북격렬비도,0.4249605055292259,0.6069444444444445,0.0639386189258312,0.0,0.691
46,0,01-02 22:00,북격렬비도,0.4233807266982622,0.5069444444444444,0.0792838874680307,0.0,0.75
47,0,01-02 23:00,북격렬비도,0.4249605055292259,0.4527777777777778,0.1150895140664961,0.0,0.7889999999999999
