,연도,일시,측정소,PM2.5
8760,1,01-01 00:00,신방동,0.216
8761,1,01-01 01:00,신방동,0.232
8762,1,01-01 02:00,신방동,0.22
8763,1,01-01 03:00,신방동,0.244
8764,1,01-01 04:00,신방동,0.232
8765,1,01-01 05:00,신방동,0.264
8766,1,01-01 06:00,신방동,0.26
8767,1,01-01 07:00,신방동,0.276
8768,1,01-01 08:00,신방동,0.276
8769,1,01-01 09:00,신방동,0.316
8770,1,01-01 10:00,신방동,0.324
8771,1,01-01 11:00,신방동,0.312
8772,1,01-01 12:00,신방동,0.28
8773,1,01-01 13:00,신방동,0.272
8774,1,01-01 14:00,신방동,0.228
8775,1,01-01 15:00,신방동,0.236
8776,1,01-01 16:00,신방동,0.26
8777,1,01-01 17:00,신방동,0.24
8778,1,01-01 18:00,신방동,0.208
8779,1,01-01 19:00,신방동,0.232
8780,1,01-01 20:00,신방동,0.228
8781,1,01-01 21:00,신방동,0.252
8782,1,01-01 22:00,신방동,0.232
8783,1,01-01 23:00,신방동,0.256
8784,1,01-02 00:00,신방동,0.252
8785,1,01-02 01:00,신방동,0.276
8786,1,01-02 02:00,신방동,0.268
8787,1,01-02 03:00,신방동,0.252
8788,1,01-02 04:00,신방동,0.236
8789,1,01-02 05:00,신방동,0.26
8790,1,01-02 06:00,신방동,0.248
8791,1,01-02 07:00,신방동,0.264
8792,1,01-02 08:00,신방동,0.264
8793,1,01-02 09:00,신방동,0.324
8794,1,01-02 10:00,신방동,0.312
8795,1,01-02 11:00,신방동,0.312
8796,1,01-02 12:00,신방동,0.284
8797,1,01-02 13:00,신방동,0.264
8798,1,01-02 14:00,신방동,0.2
8799,1,01-02 15:00,신방동,0.248
8800,1,01-02 16:00,신방동,0.288
8801,1,01-02 17:00,신방동,0.352
8802,1,01-02 18:00,신방동,0.368
8803,1,01-02 19:00,신방동,0.376
8804,1,01-02 20:00,신방동,0.36
8805,1,01-02 21:00,신방동,0.38
8806,1,01-02 22:00,신방동,0.392
8807,1,01-02 23:00,신방동,0.404
8808,1,01-03 00:00,신방동,0.384
8809,1,01-03 01:00,신방동,0.384
8810,1,01-03 02:00,신방동,0.388
8811,1,01-03 03:00,신방동,0.388
8812,1,01-03 04:00,신방동,0.368
8813,1,01-03 05:00,신방동,0.372
8814,1,01-03 06:00,신방동,0.376
8815,1,01-03 07:00,신방동,0.392
8816,1,01-03 08:00,신방동,0.4
8817,1,01-03 09:00,신방동,0.448
8818,1,01-03 10:00,신방동,0.512
8819,1,01-03 11:00,신방동,0.556
8820,1,01-03 12:00,신방동,0.552
8821,1,01-03 13:00,신방동,0.556
8822,1,01-03 14:00,신방동,0.532
8823,1,01-03 15:00,신방동,0.5
8824,1,01-03 16:00,신방동,0.504
8825,1,01-03 17:00,신방동,0.544
8826,1,01-03 18:00,신방동,0.548
8827,1,01-03 19:00,신방동,0.452
8828,1,01-03 20:00,신방동,0.408
8829,1,01-03 21:00,신방동,0.416
8830,1,01-03 22:00,신방동,0.432
8831,1,01-03 23:00,신방동,0.44
8832,1,01-04 00:00,신방동,0.416
8833,1,01-04 01:00,신방동,0.46
8834,1,01-04 02:00,신방동,0.476
8835,1,01-04 03:00,신방동,0.5
8836,1,01-04 04:00,신방동,0.476
8837,1,01-04 05:00,신방동,0.488
8838,1,01-04 06:00,신방동,0.456
8839,1,01-04 07:00,신방동,0.448
8840,1,01-04 08:00,신방동,0.432
8841,1,01-04 09:00,신방동,0.38
8842,1,01-04 10:00,신방동,0.356
8843,1,01-04 11:00,신방동,0.36
8844,1,01-04 12:00,신방동,0.328
8845,1,01-04 13:00,신방동,0.28
8846,1,01-04 14:00,신방동,0.196
8847,1,01-04 15:00,신방동,0.08
8848,1,01-04 16:00,신방동,0.056
8849,1,01-04 17:00,신방동,0.032
8850,1,01-04 18:00,신방동,0.044
8851,1,01-04 19:00,신방동,0.048
8852,1,01-04 20:00,신방동,0.056
8853,1,01-04 21:00,신방동,0.06
8854,1,01-04 22:00,신방동,0.06
8855,1,01-04 23:00,신방동,0.068
8856,1,01-05 00:00,신방동,0.064
8857,1,01-05 01:00,신방동,0.072
8858,1,01-05 02:00,신방동,0.072
8859,1,01-05 03:00,신방동,0.08
8860,1,01-05 04:00,신방동,0.072
8861,1,01-05 05:00,신방동,0.068
8862,1,01-05 06:00,신방동,0.064
8863,1,01-05 07:00,신방동,0.064
8864,1,01-05 08:00,신방동,0.06
8865,1,01-05 09:00,신방동,0.076
8866,1,01-05 10:00,신방동,0.08
8867,1,01-05 11:00,신방동,0.08
8868,1,01-05 12:00,신방동,0.072
8869,1,01-05 13:00,신방동,0.064
8870,1,01-05 14:00,신방동,0.052
8871,1,01-05 15:00,신방동,0.052
8872,1,01-05 16:00,신방동,0.06
8873,1,01-05 17:00,신방동,0.068
8874,1,01-05 18:00,신방동,0.06
8875,1,01-05 19:00,신방동,0.068
8876,1,01-05 20:00,신방동,0.056
8877,1,01-05 21:00,신방동,0.056
8878,1,01-05 22:00,신방동,0.06
8879,1,01-05 23:00,신방동,0.064
8880,1,01-06 00:00,신방동,0.064
8881,1,01-06 01:00,신방동,0.076
8882,1,01-06 02:00,신방동,0.076
8883,1,01-06 03:00,신방동,0.076
8884,1,01-06 04:00,신방동,0.08
8885,1,01-06 05:00,신방동,0.08
8886,1,01-06 06:00,신방동,0.088
8887,1,01-06 07:00,신방동,0.092
8888,1,01-06 08:00,신방동,0.108
8889,1,01-06 09:00,신방동,0.12
8890,1,01-06 10:00,신방동,0.1
8891,1,01-06 11:00,신방동,0.076
8892,1,01-06 12:00,신방동,0.06
8893,1,01-06 13:00,신방동,0.068
8894,1,01-06 14:00,신방동,0.052
8895,1,01-06 15:00,신방동,0.056
8896,1,01-06 16:00,신방동,0.064
8897,1,01-06 17:00,신방동,0.076
8898,1,01-06 18:00,신방동,0.076
8899,1,01-06 19:00,신방동,0.084
8900,1,01-06 20:00,신방동,0.08
8901,1,01-06 21:00,신방동,0.088
8902,1,01-06 22:00,신방동,0.084
8903,1,01-06 23:00,신방동,0.072
8904,1,01-07 00:00,신방동,0.056
8905,1,01-07 01:00,신방동,0.048
8906,1,01-07 02:00,신방동,0.048
8907,1,01-07 03:00,신방동,0.036
8908,1,01-07 04:00,신방동,0.04
8909,1,01-07 05:00,신방동,0.04
8910,1,01-07 06:00,신방동,0.044
8911,1,01-07 07:00,신방동,0.056
8912,1,01-07 08:00,신방동,0.06
8913,1,01-07 09:00,신방동,0.112
8914,1,01-07 10:00,신방동,0.116
8915,1,01-07 11:00,신방동,0.12
8916,1,01-07 12:00,신방동,0.116
8917,1,01-07 13:00,신방동,0.156
8918,1,01-07 14:00,신방동,0.184
8919,1,01-07 15:00,신방동,0.212
8920,1,01-07 16:00,신방동,0.192
8921,1,01-07 17:00,신방동,0.212
8922,1,01-07 18:00,신방동,0.216
8923,1,01-07 19:00,신방동,0.232
8924,1,01-07 20:00,신방동,0.22
8925,1,01-07 21:00,신방동,0.228
8926,1,01-07 22:00,신방동,0.22
8927,1,01-07 23:00,신방동,0.244
8928,1,01-08 00:00,신방동,0.24
8929,1,01-08 01:00,신방동,0.256
8930,1,01-08 02:00,신방동,0.244
8931,1,01-08 03:00,신방동,0.248
8932,1,01-08 04:00,신방동,0.24
8933,1,01-08 05:00,신방동,0.252
8934,1,01-08 06:00,신방동,0.248
8935,1,01-08 07:00,신방동,0.268
8936,1,01-08 08:00,신방동,0.268
8937,1,01-08 09:00,신방동,0.296
8938,1,01-08 10:00,신방동,0.316
8939,1,01-08 11:00,신방동,0.332
8940,1,01-08 12:00,신방동,0.3
8941,1,01-08 13:00,신방동,0.256
8942,1,01-08 14:00,신방동,0.192
8943,1,01-08 15:00,신방동,0.144
8944,1,01-08 16:00,신방동,0.112
8945,1,01-08 17:00,신방동,0.132
8946,1,01-08 18:00,신방동,0.136
8947,1,01-08 19:00,신방동,0.164
8948,1,01-08 20:00,신방동,0.2
8949,1,01-08 21:00,신방동,0.232
8950,1,01-08 22:00,신방동,0.236
8951,1,01-08 23:00,신방동,0.232
8952,1,01-09 00:00,신방동,0.252
8953,1,01-09 01:00,신방동,0.328
8954,1,01-09 02:00,신방동,0.34
8955,1,01-09 03:00,신방동,0.296
8956,1,01-09 04:00,신방동,0.192
8957,1,01-09 05:00,신방동,0.144
8958,1,01-09 06:00,신방동,0.132
8959,1,01-09 07:00,신방동,0.128
8960,1,01-09 08:00,신방동,0.092
8961,1,01-09 09:00,신방동,0.072
8962,1,01-09 10:00,신방동,0.064
8963,1,01-09 11:00,신방동,0.056
8964,1,01-09 12:00,신방동,0.06
8965,1,01-09 13:00,신방동,0.072
8966,1,01-09 14:00,신방동,0.052
8967,1,01-09 15:00,신방동,0.04
8968,1,01-09 16:00,신방동,0.04
8969,1,01-09 17:00,신방동,0.048
8970,1,01-09 18:00,신방동,0.048
8971,1,01-09 19:00,신방동,0.048
