,연도,일시,측정소,PM2.5
8760,1,01-01 00:00,읍내동,0.204
8761,1,01-01 01:00,읍내동,0.224
8762,1,01-01 02:00,읍내동,0.224
8763,1,01-01 03:00,읍내동,0.196
8764,1,01-01 04:00,읍내동,0.176
8765,1,01-01 05:00,읍내동,0.168
8766,1,01-01 06:00,읍내동,0.164
8767,1,01-01 07:00,읍내동,0.176
8768,1,01-01 08:00,읍내동,0.188
8769,1,01-01 09:00,읍내동,0.192
8770,1,01-01 10:00,읍내동,0.2
8771,1,01-01 11:00,읍내동,0.196
8772,1,01-01 12:00,읍내동,0.204
8773,1,01-01 13:00,읍내동,0.232
8774,1,01-01 14:00,읍내동,0.24
8775,1,01-01 15:00,읍내동,0.244
8776,1,01-01 16:00,읍내동,0.224
8777,1,01-01 17:00,읍내동,0.192
8778,1,01-01 18:00,읍내동,0.156
8779,1,01-01 19:00,읍내동,0.152
8780,1,01-01 20:00,읍내동,0.172
8781,1,01-01 21:00,읍내동,0.192
8782,1,01-01 22:00,읍내동,0.188
8783,1,01-01 23:00,읍내동,0.184
8784,1,01-02 00:00,읍내동,0.192
8785,1,01-02 01:00,읍내동,0.208
8786,1,01-02 02:00,읍내동,0.2
8787,1,01-02 03:00,읍내동,0.184
8788,1,01-02 04:00,읍내동,0.168
8789,1,01-02 05:00,읍내동,0.16
8790,1,01-02 06:00,읍내동,0.152
8791,1,01-02 07:00,읍내동,0.148
8792,1,01-02 08:00,읍내동,0.152
8793,1,01-02 09:00,읍내동,0.184
8794,1,01-02 10:00,읍내동,0.22
8795,1,01-02 11:00,읍내동,0.248
8796,1,01-02 12:00,읍내동,0.28
8797,1,01-02 13:00,읍내동,0.292
8798,1,01-02 14:00,읍내동,0.272
8799,1,01-02 15:00,읍내동,0.256
8800,1,01-02 16:00,읍내동,0.232
8801,1,01-02 17:00,읍내동,0.232
8802,1,01-02 18:00,읍내동,0.244
8803,1,01-02 19:00,읍내동,0.264
8804,1,01-02 20:00,읍내동,0.276
8805,1,01-02 21:00,읍내동,0.292
8806,1,01-02 22:00,읍내동,0.296
8807,1,01-02 23:00,읍내동,0.288
8808,1,01-03 00:00,읍내동,0.296
8809,1,01-03 01:00,읍내동,0.3
8810,1,01-03 02:00,읍내동,0.304
8811,1,01-03 03:00,읍내동,0.288
8812,1,01-03 04:00,읍내동,0.272
8813,1,01-03 05:00,읍내동,0.272
8814,1,01-03 06:00,읍내동,0.284
8815,1,01-03 07:00,읍내동,0.3
8816,1,01-03 08:00,읍내동,0.316
8817,1,01-03 09:00,읍내동,0.316
8818,1,01-03 10:00,읍내동,0.332
8819,1,01-03 11:00,읍내동,0.352
8820,1,01-03 12:00,읍내동,0.376
8821,1,01-03 13:00,읍내동,0.416
8822,1,01-03 14:00,읍내동,0.448
8823,1,01-03 15:00,읍내동,0.464
8824,1,01-03 16:00,읍내동,0.464
8825,1,01-03 17:00,읍내동,0.468
8826,1,01-03 18:00,읍내동,0.468
8827,1,01-03 19:00,읍내동,0.46
8828,1,01-03 20:00,읍내동,0.436
8829,1,01-03 21:00,읍내동,0.424
8830,1,01-03 22:00,읍내동,0.412
8831,1,01-03 23:00,읍내동,0.404
8832,1,01-04 00:00,읍내동,0.404
8833,1,01-04 01:00,읍내동,0.42
8834,1,01-04 02:00,읍내동,0.428
8835,1,01-04 03:00,읍내동,0.416
8836,1,01-04 04:00,읍내동,0.4
8837,1,01-04 05:00,읍내동,0.388
8838,1,01-04 06:00,읍내동,0.384
8839,1,01-04 07:00,읍내동,0.384
8840,1,01-04 08:00,읍내동,0.38
8841,1,01-04 09:00,읍내동,0.368
8842,1,01-04 10:00,읍내동,0.312
8843,1,01-04 11:00,읍내동,0.268
8844,1,01-04 12:00,읍내동,0.26
8845,1,01-04 13:00,읍내동,0.284
8846,1,01-04 14:00,읍내동,0.28
8847,1,01-04 15:00,읍내동,0.264
8848,1,01-04 16:00,읍내동,0.236
8849,1,01-04 17:00,읍내동,0.184
8850,1,01-04 18:00,읍내동,0.124
8851,1,01-04 19:00,읍내동,0.08
8852,1,01-04 20:00,읍내동,0.056
8853,1,01-04 21:00,읍내동,0.048
8854,1,01-04 22:00,읍내동,0.04
8855,1,01-04 23:00,읍내동,0.044
8856,1,01-05 00:00,읍내동,0.048
8857,1,01-05 01:00,읍내동,0.052
8858,1,01-05 02:00,읍내동,0.052
8859,1,01-05 03:00,읍내동,0.052
8860,1,01-05 04:00,읍내동,0.056
8861,1,01-05 05:00,읍내동,0.056
8862,1,01-05 06:00,읍내동,0.06
8863,1,01-05 07:00,읍내동,0.072
8864,1,01-05 08:00,읍내동,0.08
8865,1,01-05 09:00,읍내동,0.076
8866,1,01-05 10:00,읍내동,0.092
8867,1,01-05 11:00,읍내동,0.096
8868,1,01-05 12:00,읍내동,0.092
8869,1,01-05 13:00,읍내동,0.084
8870,1,01-05 14:00,읍내동,0.08
8871,1,01-05 15:00,읍내동,0.088
8872,1,01-05 16:00,읍내동,0.088
8873,1,01-05 17:00,읍내동,0.076
8874,1,01-05 18:00,읍내동,0.06
8875,1,01-05 19:00,읍내동,0.056
8876,1,01-05 20:00,읍내동,0.06
8877,1,01-05 21:00,읍내동,0.056
8878,1,01-05 22:00,읍내동,0.052
8879,1,01-05 23:00,읍내동,0.048
8880,1,01-06 00:00,읍내동,0.044
8881,1,01-06 01:00,읍내동,0.044
8882,1,01-06 02:00,읍내동,0.052
8883,1,01-06 03:00,읍내동,0.048
8884,1,01-06 04:00,읍내동,0.052
8885,1,01-06 05:00,읍내동,0.056
8886,1,01-06 06:00,읍내동,0.06
8887,1,01-06 07:00,읍내동,0.06
8888,1,01-06 08:00,읍내동,0.06
8889,1,01-06 09:00,읍내동,0.072
8890,1,01-06 10:00,읍내동,0.084
8891,1,01-06 11:00,읍내동,0.08
8892,1,01-06 12:00,읍내동,0.088
8893,1,01-06 13:00,읍내동,0.12
8894,1,01-06 14:00,읍내동,0.148
8895,1,01-06 15:00,읍내동,0.16
8896,1,01-06 16:00,읍내동,0.172
8897,1,01-06 17:00,읍내동,0.188
8898,1,01-06 18:00,읍내동,0.168
8899,1,01-06 19:00,읍내동,0.16
8900,1,01-06 20:00,읍내동,0.144
8901,1,01-06 21:00,읍내동,0.124
8902,1,01-06 22:00,읍내동,0.12
8903,1,01-06 23:00,읍내동,0.128
8904,1,01-07 00:00,읍내동,0.124
8905,1,01-07 01:00,읍내동,0.132
8906,1,01-07 02:00,읍내동,0.136
8907,1,01-07 03:00,읍내동,0.132
8908,1,01-07 04:00,읍내동,0.124
8909,1,01-07 05:00,읍내동,0.12
8910,1,01-07 06:00,읍내동,0.14
8911,1,01-07 07:00,읍내동,0.184
8912,1,01-07 08:00,읍내동,0.216
8913,1,01-07 09:00,읍내동,0.252
8914,1,01-07 10:00,읍내동,0.236
8915,1,01-07 11:00,읍내동,0.208
8916,1,01-07 12:00,읍내동,0.212
8917,1,01-07 13:00,읍내동,0.216
8918,1,01-07 14:00,읍내동,0.2
8919,1,01-07 15:00,읍내동,0.184
8920,1,01-07 16:00,읍내동,0.18
8921,1,01-07 17:00,읍내동,0.192
8922,1,01-07 18:00,읍내동,0.2
8923,1,01-07 19:00,읍내동,0.216
8924,1,01-07 20:00,읍내동,0.22
8925,1,01-07 21:00,읍내동,0.224
8926,1,01-07 22:00,읍내동,0.216
8927,1,01-07 23:00,읍내동,0.22
8928,1,01-08 00:00,읍내동,0.232
8929,1,01-08 01:00,읍내동,0.256
8930,1,01-08 02:00,읍내동,0.256
8931,1,01-08 03:00,읍내동,0.244
8932,1,01-08 04:00,읍내동,0.232
8933,1,01-08 05:00,읍내동,0.212
8934,1,01-08 06:00,읍내동,0.208
8935,1,01-08 07:00,읍내동,0.216
8936,1,01-08 08:00,읍내동,0.232
8937,1,01-08 09:00,읍내동,0.268
8938,1,01-08 10:00,읍내동,0.316
8939,1,01-08 11:00,읍내동,0.328
8940,1,01-08 12:00,읍내동,0.32
8941,1,01-08 13:00,읍내동,0.288
8942,1,01-08 14:00,읍내동,0.268
8943,1,01-08 15:00,읍내동,0.252
8944,1,01-08 16:00,읍내동,0.232
8945,1,01-08 17:00,읍내동,0.22
8946,1,01-08 18:00,읍내동,0.216
8947,1,01-08 19:00,읍내동,0.212
8948,1,01-08 20:00,읍내동,0.216
8949,1,01-08 21:00,읍내동,0.22
8950,1,01-08 22:00,읍내동,0.228
8951,1,01-08 23:00,읍내동,0.244
8952,1,01-09 00:00,읍내동,0.252
8953,1,01-09 01:00,읍내동,0.268
8954,1,01-09 02:00,읍내동,0.28
8955,1,01-09 03:00,읍내동,0.276
8956,1,01-09 04:00,읍내동,0.244
8957,1,01-09 05:00,읍내동,0.216
8958,1,01-09 06:00,읍내동,0.216
8959,1,01-09 07:00,읍내동,0.208
8960,1,01-09 08:00,읍내동,0.152
8961,1,01-09 09:00,읍내동,0.104
8962,1,01-09 10:00,읍내동,0.084
8963,1,01-09 11:00,읍내동,0.064
8964,1,01-09 12:00,읍내동,0.06
8965,1,01-09 13:00,읍내동,0.064
8966,1,01-09 14:00,읍내동,0.056
8967,1,01-09 15:00,읍내동,0.048
8968,1,01-09 16:00,읍내동,0.052
8969,1,01-09 17:00,읍내동,0.044
8970,1,01-09 18:00,읍내동,0.036
8971,1,01-09 19:00,읍내동,0.028
8972,1,01-09 20:00,읍내동,0.028
8973,1,01-09 21:00,읍내동,0.024
8974,1,01-09 22:00,읍내동,0.024
8975,1,01-09 23:00,읍내동,0.024
8976,1,01-10 00:00,읍내동,0.028
8977,1,01-10 01:00,읍내동,0.032
8978,1,01-10 02:00,읍내동,0.036
8979,1,01-10 03:00,읍내동,0.044
8980,1,01-10 04:00,읍내동,0.04
8981,1,01-10 05:00,읍내동,0.044
8982,1,01-10 06:00,읍내동,0.052
8983,1,01-10 07:00,읍내동,0.072
8984,1,01-10 08:00,읍내동,0.104
8985,1,01-10 09:00,읍내동,0.104
8986,1,01-10 10:00,읍내동,0.088
8987,1,01-10 11:00,읍내동,0.064
8988,1,01-10 12:00,읍내동,0.064
8989,1,01-10 13:00,읍내동,0.088
8990,1,01-10 14:00,읍내동,0.104
8991,1,01-10 15:00,읍내동,0.108
8992,1,01-10 16:00,읍내동,0.088
8993,1,01-10 17:00,읍내동,0.084
8994,1,01-10 18:00,읍내동,0.096
8995,1,01-10 19:00,읍내동,0.1
8996,1,01-10 20:00,읍내동,0.104
8997,1,01-10 21:00,읍내동,0.104
8998,1,01-10 22:00,읍내동,0.104
8999,1,01-10 23:00,읍내동,0.112
9000,1,01-11 00:00,읍내동,0.116
9001,1,01-11 01:00,읍내동,0.116
9002,1,01-11 02:00,읍내동,0.12
9003,1,01-11 03:00,읍내동,0.12
9004,1,01-11 04:00,읍내동,0.12
9005,1,01-11 05:00,읍내동,0.116
9006,1,01-11 06:00,읍내동,0.136
9007,1,01-11 07:00,읍내동,0.168
9008,1,01-11 08:00,읍내동,0.14
9009,1,01-11 09:00,읍내동,0.14
9010,1,01-11 10:00,읍내동,0.156
9011,1,01-11 11:00,읍내동,0.136
9012,1,01-11 12:00,읍내동,0.128
9013,1,01-11 13:00,읍내동,0.152
9014,1,01-11 14:00,읍내동,0.176
9015,1,01-11 15:00,읍내동,0.184
9016,1,01-11 16:00,읍내동,0.168
9017,1,01-11 17:00,읍내동,0.144
9018,1,01-11 18:00,읍내동,0.128
9019,1,01-11 19:00,읍내동,0.144
9020,1,01-11 20:00,읍내동,0.148
9021,1,01-11 21:00,읍내동,0.14
9022,1,01-11 22:00,읍내동,0.144
9023,1,01-11 23:00,읍내동,0.14
9024,1,01-12 00:00,읍내동,0.156
9025,1,01-12 01:00,읍내동,0.192
9026,1,01-12 02:00,읍내동,0.208
9027,1,01-12 03:00,읍내동,0.228
9028,1,01-12 04:00,읍내동,0.24
9029,1,01-12 05:00,읍내동,0.24
9030,1,01-12 06:00,읍내동,0.268
9031,1,01-12 07:00,읍내동,0.3
9032,1,01-12 08:00,읍내동,0.324
9033,1,01-12 09:00,읍내동,0.328
9034,1,01-12 10:00,읍내동,0.34
9035,1,01-12 11:00,읍내동,0.328
9036,1,01-12 12:00,읍내동,0.284
9037,1,01-12 13:00,읍내동,0.24
9038,1,01-12 14:00,읍내동,0.208
9039,1,01-12 15:00,읍내동,0.196
9040,1,01-12 16:00,읍내동,0.18
9041,1,01-12 17:00,읍내동,0.152
9042,1,01-12 18:00,읍내동,0.1
9043,1,01-12 19:00,읍내동,0.068
9044,1,01-12 20:00,읍내동,0.072
9045,1,01-12 21:00,읍내동,0.084
9046,1,01-12 22:00,읍내동,0.092
9047,1,01-12 23:00,읍내동,0.08
9048,1,01-13 00:00,읍내동,0.072
9049,1,01-13 01:00,읍내동,0.068
9050,1,01-13 02:00,읍내동,0.068
9051,1,01-13 03:00,읍내동,0.068
9052,1,01-13 04:00,읍내동,0.068
9053,1,01-13 05:00,읍내동,0.076
9054,1,01-13 06:00,읍내동,0.096
9055,1,01-13 07:00,읍내동,0.108
9056,1,01-13 08:00,읍내동,0.14
9057,1,01-13 09:00,읍내동,0.144
9058,1,01-13 10:00,읍내동,0.132
9059,1,01-13 11:00,읍내동,0.124
9060,1,01-13 12:00,읍내동,0.112
9061,1,01-13 13:00,읍내동,0.108
9062,1,01-13 14:00,읍내동,0.092
9063,1,01-13 15:00,읍내동,0.076
9064,1,01-13 16:00,읍내동,0.08
9065,1,01-13 17:00,읍내동,0.1
9066,1,01-13 18:00,읍내동,0.104
9067,1,01-13 19:00,읍내동,0.108
9068,1,01-13 20:00,읍내동,0.112
9069,1,01-13 21:00,읍내동,0.1
9070,1,01-13 22:00,읍내동,0.096
9071,1,01-13 23:00,읍내동,0.108
9072,1,01-14 00:00,읍내동,0.108
9073,1,01-14 01:00,읍내동,0.104
9074,1,01-14 02:00,읍내동,0.108
9075,1,01-14 03:00,읍내동,0.108
9076,1,01-14 04:00,읍내동,0.108
9077,1,01-14 05:00,읍내동,0.116
9078,1,01-14 06:00,읍내동,0.128
9079,1,01-14 07:00,읍내동,0.144
9080,1,01-14 08:00,읍내동,0.176
9081,1,01-14 09:00,읍내동,0.2
9082,1,01-14 10:00,읍내동,0.172
9083,1,01-14 11:00,읍내동,0.144
9084,1,01-14 12:00,읍내동,0.132
9085,1,01-14 13:00,읍내동,0.14
9086,1,01-14 14:00,읍내동,0.12
9087,1,01-14 15:00,읍내동,0.1
9088,1,01-14 16:00,읍내동,0.08
9089,1,01-14 17:00,읍내동,0.084
9090,1,01-14 18:00,읍내동,0.08
9091,1,01-14 19:00,읍내동,0.072
9092,1,01-14 20:00,읍내동,0.068
9093,1,01-14 21:00,읍내동,0.068
9094,1,01-14 22:00,읍내동,0.068
9095,1,01-14 23:00,읍내동,0.072
9096,1,01-15 00:00,읍내동,0.072
9097,1,01-15 01:00,읍내동,0.072
9098,1,01-15 02:00,읍내동,0.068
9099,1,01-15 03:00,읍내동,0.068
9100,1,01-15 04:00,읍내동,0.064
9101,1,01-15 05:00,읍내동,0.064
9102,1,01-15 06:00,읍내동,0.064
9103,1,01-15 07:00,읍내동,0.072
9104,1,01-15 08:00,읍내동,0.088
9105,1,01-15 09:00,읍내동,0.096
9106,1,01-15 10:00,읍내동,0.104
9107,1,01-15 11:00,읍내동,0.1
9108,1,01-15 12:00,읍내동,0.096
9109,1,01-15 13:00,읍내동,0.096
9110,1,01-15 14:00,읍내동,0.088
9111,1,01-15 15:00,읍내동,0.088
9112,1,01-15 16:00,읍내동,0.088
9113,1,01-15 17:00,읍내동,0.084
9114,1,01-15 18:00,읍내동,0.08
9115,1,01-15 19:00,읍내동,0.068
9116,1,01-15 20:00,읍내동,0.068
9117,1,01-15 21:00,읍내동,0.068
9118,1,01-15 22:00,읍내동,0.064
9119,1,01-15 23:00,읍내동,0.072
9120,1,01-16 00:00,읍내동,0.084
9121,1,01-16 01:00,읍내동,0.096
9122,1,01-16 02:00,읍내동,0.1
9123,1,01-16 03:00,읍내동,0.096
9124,1,01-16 04:00,읍내동,0.088
9125,1,01-16 05:00,읍내동,0.08
9126,1,01-16 06:00,읍내동,0.076
9127,1,01-16 07:00,읍내동,0.068
9128,1,01-16 08:00,읍내동,0.064
9129,1,01-16 09:00,읍내동,0.064
9130,1,01-16 10:00,읍내동,0.072
9131,1,01-16 11:00,읍내동,0.08
9132,1,01-16 12:00,읍내동,0.084
9133,1,01-16 13:00,읍내동,0.092
9134,1,01-16 14:00,읍내동,0.1
9135,1,01-16 15:00,읍내동,0.104
9136,1,01-16 16:00,읍내동,0.096
9137,1,01-16 17:00,읍내동,0.1
9138,1,01-16 18:00,읍내동,0.088
9139,1,01-16 19:00,읍내동,0.06
9140,1,01-16 20:00,읍내동,0.044
9141,1,01-16 21:00,읍내동,0.036
9142,1,01-16 22:00,읍내동,0.032
9143,1,01-16 23:00,읍내동,0.036
9144,1,01-17 00:00,읍내동,0.028
9145,1,01-17 01:00,읍내동,0.028
9146,1,01-17 02:00,읍내동,0.04
9147,1,01-17 03:00,읍내동,0.048
9148,1,01-17 04:00,읍내동,0.044
9149,1,01-17 05:00,읍내동,0.04
9150,1,01-17 06:00,읍내동,0.048
9151,1,01-17 07:00,읍내동,0.06
9152,1,01-17 08:00,읍내동,0.076
9153,1,01-17 09:00,읍내동,0.124
9154,1,01-17 10:00,읍내동,0.176
9155,1,01-17 11:00,읍내동,0.224
9156,1,01-17 12:00,읍내동,0.212
9157,1,01-17 13:00,읍내동,0.164
9158,1,01-17 14:00,읍내동,0.128
9159,1,01-17 15:00,읍내동,0.112
9160,1,01-17 16:00,읍내동,0.112
9161,1,01-17 17:00,읍내동,0.112
9162,1,01-17 18:00,읍내동,0.108
9163,1,01-17 19:00,읍내동,0.104
9164,1,01-17 20:00,읍내동,0.1
9165,1,01-17 21:00,읍내동,0.096
9166,1,01-17 22:00,읍내동,0.084
9167,1,01-17 23:00,읍내동,0.076
9168,1,01-18 00:00,읍내동,0.072
9169,1,01-18 01:00,읍내동,0.064
9170,1,01-18 02:00,읍내동,0.064
9171,1,01-18 03:00,읍내동,0.072
9172,1,01-18 04:00,읍내동,0.072
9173,1,01-18 05:00,읍내동,0.08
9174,1,01-18 06:00,읍내동,0.092
9175,1,01-18 07:00,읍내동,0.108
9176,1,01-18 08:00,읍내동,0.14
9177,1,01-18 09:00,읍내동,0.16
9178,1,01-18 10:00,읍내동,0.132
9179,1,01-18 11:00,읍내동,0.112
9180,1,01-18 12:00,읍내동,0.116
9181,1,01-18 13:00,읍내동,0.112
9182,1,01-18 14:00,읍내동,0.104
9183,1,01-18 15:00,읍내동,0.1
9184,1,01-18 16:00,읍내동,0.096
9185,1,01-18 17:00,읍내동,0.088
9186,1,01-18 18:00,읍내동,0.088
