,연도,일시,측정소,PM2.5
8760,1,01-01 00:00,아름동,0.312
8761,1,01-01 01:00,아름동,0.32
8762,1,01-01 02:00,아름동,0.32
8763,1,01-01 03:00,아름동,0.316
8764,1,01-01 04:00,아름동,0.312
8765,1,01-01 05:00,아름동,0.304
8766,1,01-01 06:00,아름동,0.3
8767,1,01-01 07:00,아름동,0.296
8768,1,01-01 08:00,아름동,0.296
8769,1,01-01 09:00,아름동,0.284
8770,1,01-01 10:00,아름동,0.288
8771,1,01-01 11:00,아름동,0.296
8772,1,01-01 12:00,아름동,0.32
8773,1,01-01 13:00,아름동,0.372
8774,1,01-01 14:00,아름동,0.372
8775,1,01-01 15:00,아름동,0.324
8776,1,01-01 16:00,아름동,0.28
8777,1,01-01 17:00,아름동,0.244
8778,1,01-01 18:00,아름동,0.224
8779,1,01-01 19:00,아름동,0.212
8780,1,01-01 20:00,아름동,0.224
8781,1,01-01 21:00,아름동,0.248
8782,1,01-01 22:00,아름동,0.28
8783,1,01-01 23:00,아름동,0.284
8784,1,01-02 00:00,아름동,0.28
8785,1,01-02 01:00,아름동,0.276
8786,1,01-02 02:00,아름동,0.276
8787,1,01-02 03:00,아름동,0.272
8788,1,01-02 04:00,아름동,0.272
8789,1,01-02 05:00,아름동,0.272
8790,1,01-02 06:00,아름동,0.264
8791,1,01-02 07:00,아름동,0.26
8792,1,01-02 08:00,아름동,0.252
8793,1,01-02 09:00,아름동,0.248
8794,1,01-02 10:00,아름동,0.236
8795,1,01-02 11:00,아름동,0.236
8796,1,01-02 12:00,아름동,0.264
8797,1,01-02 13:00,아름동,0.32
8798,1,01-02 14:00,아름동,0.32
8799,1,01-02 15:00,아름동,0.308
8800,1,01-02 16:00,아름동,0.316
8801,1,01-02 17:00,아름동,0.32
8802,1,01-02 18:00,아름동,0.308
8803,1,01-02 19:00,아름동,0.292
8804,1,01-02 20:00,아름동,0.284
8805,1,01-02 21:00,아름동,0.284
8806,1,01-02 22:00,아름동,0.312
8807,1,01-02 23:00,아름동,0.336
8808,1,01-03 00:00,아름동,0.352
8809,1,01-03 01:00,아름동,0.364
8810,1,01-03 02:00,아름동,0.368
8811,1,01-03 03:00,아름동,0.368
8812,1,01-03 04:00,아름동,0.372
8813,1,01-03 05:00,아름동,0.372
8814,1,01-03 06:00,아름동,0.38
8815,1,01-03 07:00,아름동,0.4
8816,1,01-03 08:00,아름동,0.412
8817,1,01-03 09:00,아름동,0.42
8818,1,01-03 10:00,아름동,0.396
