,연도,일시,측정소,PM2.5
17520,2,01-01 00:00,홍성읍,0.12
17521,2,01-01 01:00,홍성읍,0.088
17522,2,01-01 02:00,홍성읍,0.076
17523,2,01-01 03:00,홍성읍,0.08
17524,2,01-01 04:00,홍성읍,0.072
17525,2,01-01 05:00,홍성읍,0.104
17526,2,01-01 06:00,홍성읍,0.092
17527,2,01-01 07:00,홍성읍,0.08
17528,2,01-01 08:00,홍성읍,0.092
17529,2,01-01 09:00,홍성읍,0.068
17530,2,01-01 10:00,홍성읍,0.056
17531,2,01-01 11:00,홍성읍,0.064
17532,2,01-01 12:00,홍성읍,0.044
17533,2,01-01 13:00,홍성읍,0.048
17534,2,01-01 14:00,홍성읍,0.04
17535,2,01-01 15:00,홍성읍,0.064
17536,2,01-01 16:00,홍성읍,0.06
17537,2,01-01 17:00,홍성읍,0.052
17538,2,01-01 18:00,홍성읍,0.064
17539,2,01-01 19:00,홍성읍,0.076
17540,2,01-01 20:00,홍성읍,0.06
17541,2,01-01 21:00,홍성읍,0.024
17542,2,01-01 22:00,홍성읍,0.04
17543,2,01-01 23:00,홍성읍,0.036
17544,2,01-02 00:00,홍성읍,0.044
17545,2,01-02 01:00,홍성읍,0.052
17546,2,01-02 02:00,홍성읍,0.044
17547,2,01-02 03:00,홍성읍,0.056
17548,2,01-02 04:00,홍성읍,0.056
17549,2,01-02 05:00,홍성읍,0.052
17550,2,01-02 06:00,홍성읍,0.06
17551,2,01-02 07:00,홍성읍,0.068
17552,2,01-02 08:00,홍성읍,0.08
17553,2,01-02 09:00,홍성읍,0.068
17554,2,01-02 10:00,홍성읍,0.04
17555,2,01-02 11:00,홍성읍,0.056
17556,2,01-02 12:00,홍성읍,0.04
17557,2,01-02 13:00,홍성읍,0.024
17558,2,01-02 14:00,홍성읍,0.016
17559,2,01-02 15:00,홍성읍,0.02
17560,2,01-02 16:00,홍성읍,0.04
17561,2,01-02 17:00,홍성읍,0.04
17562,2,01-02 18:00,홍성읍,0.044
17563,2,01-02 19:00,홍성읍,0.06
17564,2,01-02 20:00,홍성읍,0.072
