,연도,일시,측정소,PM2.5
8760,1,01-01 00:00,대천2동,0.38
8761,1,01-01 01:00,대천2동,0.368
8762,1,01-01 02:00,대천2동,0.372
8763,1,01-01 03:00,대천2동,0.36
8764,1,01-01 04:00,대천2동,0.364
8765,1,01-01 05:00,대천2동,0.36
8766,1,01-01 06:00,대천2동,0.348
8767,1,01-01 07:00,대천2동,0.412
8768,1,01-01 08:00,대천2동,0.384
8769,1,01-01 09:00,대천2동,0.364
8770,1,01-01 10:00,대천2동,0.364
8771,1,01-01 11:00,대천2동,0.38
8772,1,01-01 12:00,대천2동,0.368
8773,1,01-01 13:00,대천2동,0.34
8774,1,01-01 14:00,대천2동,0.352
8775,1,01-01 15:00,대천2동,0.344
8776,1,01-01 16:00,대천2동,0.34
8777,1,01-01 17:00,대천2동,0.3
8778,1,01-01 18:00,대천2동,0.324
8779,1,01-01 19:00,대천2동,0.256
8780,1,01-01 20:00,대천2동,0.272
8781,1,01-01 21:00,대천2동,0.276
8782,1,01-01 22:00,대천2동,0.284
8783,1,01-01 23:00,대천2동,0.3
8784,1,01-02 00:00,대천2동,0.3
8785,1,01-02 01:00,대천2동,0.304
8786,1,01-02 02:00,대천2동,0.3
8787,1,01-02 03:00,대천2동,0.288
8788,1,01-02 04:00,대천2동,0.296
8789,1,01-02 05:00,대천2동,0.3
8790,1,01-02 06:00,대천2동,0.28
8791,1,01-02 07:00,대천2동,0.276
8792,1,01-02 08:00,대천2동,0.304
8793,1,01-02 09:00,대천2동,0.312
8794,1,01-02 10:00,대천2동,0.292
8795,1,01-02 11:00,대천2동,0.224
8796,1,01-02 12:00,대천2동,0.184
8797,1,01-02 13:00,대천2동,0.18
8798,1,01-02 14:00,대천2동,0.22
8799,1,01-02 15:00,대천2동,0.26
8800,1,01-02 16:00,대천2동,0.248
8801,1,01-02 17:00,대천2동,0.328
8802,1,01-02 18:00,대천2동,0.412
8803,1,01-02 19:00,대천2동,0.428
8804,1,01-02 20:00,대천2동,0.4
8805,1,01-02 21:00,대천2동,0.412
8806,1,01-02 22:00,대천2동,0.42
8807,1,01-02 23:00,대천2동,0.416
8808,1,01-03 00:00,대천2동,0.404
8809,1,01-03 01:00,대천2동,0.4
8810,1,01-03 02:00,대천2동,0.36
8811,1,01-03 03:00,대천2동,0.344
8812,1,01-03 04:00,대천2동,0.328
8813,1,01-03 05:00,대천2동,0.332
8814,1,01-03 06:00,대천2동,0.312
8815,1,01-03 07:00,대천2동,0.348
8816,1,01-03 08:00,대천2동,0.328
8817,1,01-03 09:00,대천2동,0.376
8818,1,01-03 10:00,대천2동,0.388
8819,1,01-03 11:00,대천2동,0.436
8820,1,01-03 12:00,대천2동,0.408
8821,1,01-03 13:00,대천2동,0.4
8822,1,01-03 14:00,대천2동,0.452
8823,1,01-03 15:00,대천2동,0.504
8824,1,01-03 16:00,대천2동,0.516
8825,1,01-03 17:00,대천2동,0.448
8826,1,01-03 18:00,대천2동,0.496
8827,1,01-03 19:00,대천2동,0.492
8828,1,01-03 20:00,대천2동,0.5
8829,1,01-03 21:00,대천2동,0.496
8830,1,01-03 22:00,대천2동,0.476
8831,1,01-03 23:00,대천2동,0.46
8832,1,01-04 00:00,대천2동,0.456
8833,1,01-04 01:00,대천2동,0.46
8834,1,01-04 02:00,대천2동,0.44
8835,1,01-04 03:00,대천2동,0.468
8836,1,01-04 04:00,대천2동,0.452
8837,1,01-04 05:00,대천2동,0.508
8838,1,01-04 06:00,대천2동,0.548
