,연도,일시,측정소,PM2.5
8760,1,01-01 00:00,노은동,0.2
8761,1,01-01 01:00,노은동,0.184
8762,1,01-01 02:00,노은동,0.144
8763,1,01-01 03:00,노은동,0.112
8764,1,01-01 04:00,노은동,0.128
8765,1,01-01 05:00,노은동,0.128
8766,1,01-01 06:00,노은동,0.136
8767,1,01-01 07:00,노은동,0.124
8768,1,01-01 08:00,노은동,0.148
8769,1,01-01 09:00,노은동,0.16
8770,1,01-01 10:00,노은동,0.152
8771,1,01-01 11:00,노은동,0.144
8772,1,01-01 12:00,노은동,0.264
8773,1,01-01 13:00,노은동,0.18
8774,1,01-01 14:00,노은동,0.212
8775,1,01-01 15:00,노은동,0.2
8776,1,01-01 16:00,노은동,0.168
8777,1,01-01 17:00,노은동,0.14
8778,1,01-01 18:00,노은동,0.12
8779,1,01-01 19:00,노은동,0.1
8780,1,01-01 20:00,노은동,0.14
8781,1,01-01 21:00,노은동,0.184
8782,1,01-01 22:00,노은동,0.172
8783,1,01-01 23:00,노은동,0.176
8784,1,01-02 00:00,노은동,0.188
8785,1,01-02 01:00,노은동,0.16
8786,1,01-02 02:00,노은동,0.192
8787,1,01-02 03:00,노은동,0.172
8788,1,01-02 04:00,노은동,0.156
8789,1,01-02 05:00,노은동,0.152
8790,1,01-02 06:00,노은동,0.128
8791,1,01-02 07:00,노은동,0.164
8792,1,01-02 08:00,노은동,0.172
8793,1,01-02 09:00,노은동,0.216
8794,1,01-02 10:00,노은동,0.248
8795,1,01-02 11:00,노은동,0.284
8796,1,01-02 12:00,노은동,0.3
8797,1,01-02 13:00,노은동,0.232
8798,1,01-02 14:00,노은동,0.216
8799,1,01-02 15:00,노은동,0.216
8800,1,01-02 16:00,노은동,0.232
8801,1,01-02 17:00,노은동,0.232
8802,1,01-02 18:00,노은동,0.248
8803,1,01-02 19:00,노은동,0.244
8804,1,01-02 20:00,노은동,0.24
8805,1,01-02 21:00,노은동,0.224
8806,1,01-02 22:00,노은동,0.244
8807,1,01-02 23:00,노은동,0.248
8808,1,01-03 00:00,노은동,0.276
8809,1,01-03 01:00,노은동,0.284
