,연도,일시,측정소,PM2.5
0,0,01-01 00:00,논산,0.096
1,0,01-01 01:00,논산,0.088
2,0,01-01 02:00,논산,0.072
3,0,01-01 03:00,논산,0.084
4,0,01-01 04:00,논산,0.096
5,0,01-01 05:00,논산,0.076
6,0,01-01 06:00,논산,0.088
7,0,01-01 07:00,논산,0.096
8,0,01-01 08:00,논산,0.116
9,0,01-01 09:00,논산,0.1
10,0,01-01 10:00,논산,0.048
11,0,01-01 11:00,논산,0.06
12,0,01-01 12:00,논산,0.044
13,0,01-01 13:00,논산,0.044
14,0,01-01 14:00,논산,0.048
15,0,01-01 15:00,논산,0.048
16,0,01-01 16:00,논산,0.048
17,0,01-01 17:00,논산,0.048
18,0,01-01 18:00,논산,0.052
19,0,01-01 19:00,논산,0.052
20,0,01-01 20:00,논산,0.064
21,0,01-01 21:00,논산,0.076
22,0,01-01 22:00,논산,0.084
23,0,01-01 23:00,논산,0.1
24,0,01-02 00:00,논산,0.116
25,0,01-02 01:00,논산,0.124
26,0,01-02 02:00,논산,0.132
27,0,01-02 03:00,논산,0.128
28,0,01-02 04:00,논산,0.116
29,0,01-02 05:00,논산,0.108
30,0,01-02 06:00,논산,0.108
31,0,01-02 07:00,논산,0.104
32,0,01-02 08:00,논산,0.104
33,0,01-02 09:00,논산,0.1
34,0,01-02 10:00,논산,0.104
35,0,01-02 11:00,논산,0.108
36,0,01-02 12:00,논산,0.112
37,0,01-02 13:00,논산,0.124
38,0,01-02 14:00,논산,0.112
39,0,01-02 15:00,논산,0.096
40,0,01-02 16:00,논산,0.084
41,0,01-02 17:00,논산,0.08
42,0,01-02 18:00,논산,0.088
43,0,01-02 19:00,논산,0.12
44,0,01-02 20:00,논산,0.156
45,0,01-02 21:00,논산,0.164
46,0,01-02 22:00,논산,0.164
47,0,01-02 23:00,논산,0.16
48,0,01-03 00:00,논산,0.16
49,0,01-03 01:00,논산,0.152
50,0,01-03 02:00,논산,0.14
51,0,01-03 03:00,논산,0.116
52,0,01-03 04:00,논산,0.096
53,0,01-03 05:00,논산,0.084
54,0,01-03 06:00,논산,0.092
55,0,01-03 07:00,논산,0.108
56,0,01-03 08:00,논산,0.136
57,0,01-03 09:00,논산,0.184
58,0,01-03 10:00,논산,0.224
59,0,01-03 11:00,논산,0.236
60,0,01-03 12:00,논산,0.232
61,0,01-03 13:00,논산,0.208
62,0,01-03 14:00,논산,0.172
63,0,01-03 15:00,논산,0.148
64,0,01-03 16:00,논산,0.132
65,0,01-03 17:00,논산,0.136
66,0,01-03 18:00,논산,0.156
67,0,01-03 19:00,논산,0.184
68,0,01-03 20:00,논산,0.2
69,0,01-03 21:00,논산,0.208
70,0,01-03 22:00,논산,0.2
71,0,01-03 23:00,논산,0.18
72,0,01-04 00:00,논산,0.18
73,0,01-04 01:00,논산,0.188
74,0,01-04 02:00,논산,0.184
75,0,01-04 03:00,논산,0.18
76,0,01-04 04:00,논산,0.18
77,0,01-04 05:00,논산,0.176
78,0,01-04 06:00,논산,0.168
79,0,01-04 07:00,논산,0.168
80,0,01-04 08:00,논산,0.188
81,0,01-04 09:00,논산,0.192
82,0,01-04 10:00,논산,0.184
83,0,01-04 11:00,논산,0.064
84,0,01-04 12:00,논산,0.072
85,0,01-04 13:00,논산,0.056
86,0,01-04 14:00,논산,0.06
87,0,01-04 15:00,논산,0.08
88,0,01-04 16:00,논산,0.1
89,0,01-04 17:00,논산,0.112
90,0,01-04 18:00,논산,0.12
91,0,01-04 19:00,논산,0.128
92,0,01-04 20:00,논산,0.136
93,0,01-04 21:00,논산,0.152
94,0,01-04 22:00,논산,0.176
95,0,01-04 23:00,논산,0.192
96,0,01-05 00:00,논산,0.192
97,0,01-05 01:00,논산,0.18
98,0,01-05 02:00,논산,0.176
99,0,01-05 03:00,논산,0.164
100,0,01-05 04:00,논산,0.16
101,0,01-05 05:00,논산,0.164
102,0,01-05 06:00,논산,0.168
103,0,01-05 07:00,논산,0.16
104,0,01-05 08:00,논산,0.172
105,0,01-05 09:00,논산,0.188
106,0,01-05 10:00,논산,0.2
107,0,01-05 11:00,논산,0.208
108,0,01-05 12:00,논산,0.208
109,0,01-05 13:00,논산,0.208
110,0,01-05 14:00,논산,0.208
111,0,01-05 15:00,논산,0.148
112,0,01-05 16:00,논산,0.192
113,0,01-05 17:00,논산,0.144
114,0,01-05 18:00,논산,0.104
115,0,01-05 19:00,논산,0.08
116,0,01-05 20:00,논산,0.072
117,0,01-05 21:00,논산,0.076
118,0,01-05 22:00,논산,0.088
119,0,01-05 23:00,논산,0.108
120,0,01-06 00:00,논산,0.136
121,0,01-06 01:00,논산,0.124
122,0,01-06 02:00,논산,0.104
123,0,01-06 03:00,논산,0.092
124,0,01-06 04:00,논산,0.084
125,0,01-06 05:00,논산,0.084
126,0,01-06 06:00,논산,0.08
127,0,01-06 07:00,논산,0.072
128,0,01-06 08:00,논산,0.068
129,0,01-06 09:00,논산,0.064
130,0,01-06 10:00,논산,0.072
131,0,01-06 11:00,논산,0.084
132,0,01-06 12:00,논산,0.08
133,0,01-06 13:00,논산,0.08
134,0,01-06 14:00,논산,0.08
135,0,01-06 15:00,논산,0.08
136,0,01-06 16:00,논산,0.076
137,0,01-06 17:00,논산,0.08
138,0,01-06 18:00,논산,0.092
139,0,01-06 19:00,논산,0.128
140,0,01-06 20:00,논산,0.164
141,0,01-06 21:00,논산,0.18
142,0,01-06 22:00,논산,0.176
143,0,01-06 23:00,논산,0.18
144,0,01-07 00:00,논산,0.2
145,0,01-07 01:00,논산,0.208
146,0,01-07 02:00,논산,0.204
147,0,01-07 03:00,논산,0.184
148,0,01-07 04:00,논산,0.176
149,0,01-07 05:00,논산,0.172
150,0,01-07 06:00,논산,0.168
151,0,01-07 07:00,논산,0.144
152,0,01-07 08:00,논산,0.132
153,0,01-07 09:00,논산,0.168
154,0,01-07 10:00,논산,0.2
155,0,01-07 11:00,논산,0.192
156,0,01-07 12:00,논산,0.184
157,0,01-07 13:00,논산,0.172
158,0,01-07 14:00,논산,0.164
159,0,01-07 15:00,논산,0.168
160,0,01-07 16:00,논산,0.168
161,0,01-07 17:00,논산,0.164
162,0,01-07 18:00,논산,0.16
163,0,01-07 19:00,논산,0.144
164,0,01-07 20:00,논산,0.14
165,0,01-07 21:00,논산,0.14
166,0,01-07 22:00,논산,0.148
167,0,01-07 23:00,논산,0.156
168,0,01-08 00:00,논산,0.168
169,0,01-08 01:00,논산,0.172
170,0,01-08 02:00,논산,0.172
171,0,01-08 03:00,논산,0.168
172,0,01-08 04:00,논산,0.156
173,0,01-08 05:00,논산,0.148
174,0,01-08 06:00,논산,0.14
175,0,01-08 07:00,논산,0.124
176,0,01-08 08:00,논산,0.132
177,0,01-08 09:00,논산,0.164
178,0,01-08 10:00,논산,0.176
179,0,01-08 11:00,논산,0.164
180,0,01-08 12:00,논산,0.132
181,0,01-08 13:00,논산,0.108
182,0,01-08 14:00,논산,0.096
183,0,01-08 15:00,논산,0.08
184,0,01-08 16:00,논산,0.068
185,0,01-08 17:00,논산,0.064
186,0,01-08 18:00,논산,0.08
187,0,01-08 19:00,논산,0.088
188,0,01-08 20:00,논산,0.096
189,0,01-08 21:00,논산,0.116
190,0,01-08 22:00,논산,0.136
191,0,01-08 23:00,논산,0.152
192,0,01-09 00:00,논산,0.164
193,0,01-09 01:00,논산,0.16
194,0,01-09 02:00,논산,0.148
195,0,01-09 03:00,논산,0.136
196,0,01-09 04:00,논산,0.124
197,0,01-09 05:00,논산,0.116
198,0,01-09 06:00,논산,0.12
199,0,01-09 07:00,논산,0.124
200,0,01-09 08:00,논산,0.132
201,0,01-09 09:00,논산,0.14
202,0,01-09 10:00,논산,0.152
203,0,01-09 11:00,논산,0.152
204,0,01-09 12:00,논산,0.128
205,0,01-09 13:00,논산,0.112
206,0,01-09 14:00,논산,0.104
207,0,01-09 15:00,논산,0.096
208,0,01-09 16:00,논산,0.1
209,0,01-09 17:00,논산,0.108
210,0,01-09 18:00,논산,0.116
211,0,01-09 19:00,논산,0.116
212,0,01-09 20:00,논산,0.128
213,0,01-09 21:00,논산,0.148
214,0,01-09 22:00,논산,0.156
215,0,01-09 23:00,논산,0.18
216,0,01-10 00:00,논산,0.188
217,0,01-10 01:00,논산,0.188
218,0,01-10 02:00,논산,0.172
219,0,01-10 03:00,논산,0.164
220,0,01-10 04:00,논산,0.148
221,0,01-10 05:00,논산,0.14
222,0,01-10 06:00,논산,0.136
223,0,01-10 07:00,논산,0.128
224,0,01-10 08:00,논산,0.132
225,0,01-10 09:00,논산,0.156
226,0,01-10 10:00,논산,0.192
227,0,01-10 11:00,논산,0.248
228,0,01-10 12:00,논산,0.284
229,0,01-10 13:00,논산,0.252
230,0,01-10 14:00,논산,0.184
231,0,01-10 15:00,논산,0.12
232,0,01-10 16:00,논산,0.096
233,0,01-10 17:00,논산,0.108
234,0,01-10 18:00,논산,0.128
235,0,01-10 19:00,논산,0.14
236,0,01-10 20:00,논산,0.152
237,0,01-10 21:00,논산,0.156
238,0,01-10 22:00,논산,0.148
239,0,01-10 23:00,논산,0.14
240,0,01-11 00:00,논산,0.152
241,0,01-11 01:00,논산,0.156
242,0,01-11 02:00,논산,0.156
243,0,01-11 03:00,논산,0.152
244,0,01-11 04:00,논산,0.148
245,0,01-11 05:00,논산,0.148
246,0,01-11 06:00,논산,0.148
247,0,01-11 07:00,논산,0.16
248,0,01-11 08:00,논산,0.16
249,0,01-11 09:00,논산,0.144
250,0,01-11 10:00,논산,0.12
251,0,01-11 11:00,논산,0.112
252,0,01-11 12:00,논산,0.096
253,0,01-11 13:00,논산,0.072
254,0,01-11 14:00,논산,0.064
255,0,01-11 15:00,논산,0.056
256,0,01-11 16:00,논산,0.068
257,0,01-11 17:00,논산,0.08
258,0,01-11 18:00,논산,0.084
259,0,01-11 19:00,논산,0.108
260,0,01-11 20:00,논산,0.116
261,0,01-11 21:00,논산,0.1
262,0,01-11 22:00,논산,0.1
263,0,01-11 23:00,논산,0.108
264,0,01-12 00:00,논산,0.12
265,0,01-12 01:00,논산,0.112
266,0,01-12 02:00,논산,0.088
267,0,01-12 03:00,논산,0.068
268,0,01-12 04:00,논산,0.052
269,0,01-12 05:00,논산,0.04
270,0,01-12 06:00,논산,0.04
271,0,01-12 07:00,논산,0.036
272,0,01-12 08:00,논산,0.036
273,0,01-12 09:00,논산,0.04
274,0,01-12 10:00,논산,0.032
275,0,01-12 11:00,논산,0.048
276,0,01-12 12:00,논산,0.056
277,0,01-12 13:00,논산,0.048
278,0,01-12 14:00,논산,0.048
279,0,01-12 15:00,논산,0.048
280,0,01-12 16:00,논산,0.052
281,0,01-12 17:00,논산,0.048
282,0,01-12 18:00,논산,0.048
283,0,01-12 19:00,논산,0.052
284,0,01-12 20:00,논산,0.056
285,0,01-12 21:00,논산,0.052
286,0,01-12 22:00,논산,0.056
287,0,01-12 23:00,논산,0.052
288,0,01-13 00:00,논산,0.052
289,0,01-13 01:00,논산,0.052
290,0,01-13 02:00,논산,0.044
291,0,01-13 03:00,논산,0.044
292,0,01-13 04:00,논산,0.04
293,0,01-13 05:00,논산,0.04
294,0,01-13 06:00,논산,0.032
295,0,01-13 07:00,논산,0.036
296,0,01-13 08:00,논산,0.04
